column,token,token_count,token_rate,non_token_rate,risk_diff,lift_vs_base
major_field,교육학,11,0.45454545454545453,0.29579375848032563,0.1587516960651289,1.5246636771300446
major_field,경제통상학,37,0.40540540540540543,0.29254571026722925,0.11285969513817617,1.3598351714943642
major_field,인문학,67,0.3880597014925373,0.28928046989721,0.09877923159532731,1.3016531691319189
major_field,예체능,16,0.375,0.296448087431694,0.07855191256830601,1.257847533632287
major_field,자연과학,114,0.32456140350877194,0.29337539432176657,0.03118600918700537,1.0886633624419793
major_field,사회과학,103,0.32038834951456313,0.29457364341085274,0.025814706103710394,1.0746658539770995
major_field,공학 (컴퓨터 공학 제외),153,0.29411764705882354,0.2991596638655462,-0.005042016806722671,0.9865470852017937
major_field,IT (컴퓨터 공학 포함),183,0.273224043715847,0.30619469026548674,-0.032970646549639715,0.9164645053787155
major_field,의약학,10,0.2,0.2994579945799458,-0.09945799457994581,0.6708520179372197
major_field,경영학,144,0.20833333333333334,0.3195364238410596,-0.11120309050772628,0.6988041853512705
